HasCarLoan,LastCallDurationSecs,HasHHInsurance,LastContactMonth,PrevCampaignOutcome,EducationLevel,Age,LastContactDayOfMonth,NumAttemptsPrevCampaign,NumContactsCurrentCampaign,Balance,MaritalStatus,Job,CommunicationType,LastCallHourOfDay,HasCreditDefault,DaysPassed,CarInsurance
no,239,yes,may,,tertiary,34,15,0,1,1317,divorced,technician,cellular,15,no,-1,0
no,225,no,aug,,tertiary,46,14,0,1,44,single,unemployed,cellular,13,no,-1,1
no,57,no,aug,,tertiary,37,27,0,6,143,married,technician,cellular,9,no,-1,0
no,290,no,oct,,primary,66,14,0,2,40,married,housemaid,telephone,14,no,-1,1
yes,157,no,nov,,tertiary,45,19,0,1,80,married,management,cellular,14,no,-1,0
yes,161,yes,may,,secondary,35,29,0,1,219,single,blue-collar,,13,no,-1,0
no,199,yes,jul,,tertiary,58,8,0,1,136,married,management,cellular,9,no,-1,0
no,1044,yes,may,,secondary,53,30,0,5,62,single,entrepreneur,,17,no,-1,1
no,275,yes,may,failure,primary,32,13,2,1,50,married,blue-collar,cellular,13,no,370,0
yes,347,no,jul,,secondary,30,9,0,1,1,married,blue-collar,cellular,10,no,-1,0
no,707,no,aug,,secondary,57,14,0,2,3043,divorced,technician,cellular,10,no,-1,1
no,1013,yes,jul,,secondary,46,30,0,29,271,married,housemaid,cellular,11,no,-1,1
no,98,no,jul,,tertiary,47,15,0,2,512,single,management,cellular,10,no,-1,0
no,1508,yes,jul,,,41,22,0,1,465,divorced,management,cellular,16,no,-1,1
no,72,yes,may,failure,secondary,33,14,1,2,687,married,blue-collar,cellular,17,no,370,0
no,567,no,jan,,secondary,42,28,0,3,583,single,blue-collar,cellular,13,no,-1,0
no,610,yes,jul,,secondary,30,18,0,1,183,single,blue-collar,cellular,15,no,-1,1
no,998,no,aug,,secondary,61,18,0,6,985,married,management,cellular,12,no,-1,1
no,42,yes,jul,,primary,49,25,0,3,0,married,housemaid,cellular,16,no,-1,0
no,221,no,jan,failure,secondary,57,28,5,2,1316,married,blue-collar,cellular,9,no,182,0
no,288,yes,may,,secondary,38,4,0,5,47,married,admin.,cellular,15,no,-1,1
yes,597,no,jul,,secondary,46,30,0,2,-333,married,management,cellular,17,yes,-1,0
yes,134,yes,may,,secondary,32,8,0,1,5,single,blue-collar,,13,no,-1,0
no,224,no,nov,,secondary,34,17,0,1,557,single,admin.,cellular,12,no,-1,1
no,149,yes,may,,secondary,28,28,0,2,2954,single,services,,11,no,-1,0
no,121,no,aug,,primary,43,12,0,2,25,married,housemaid,cellular,16,no,-1,0
yes,176,no,jul,,secondary,26,17,0,1,603,single,technician,cellular,14,no,-1,0
no,457,no,oct,,secondary,26,15,0,2,766,single,admin.,cellular,12,no,-1,1
no,206,no,dec,success,tertiary,43,28,2,2,3518,married,management,cellular,17,no,196,1
no,224,yes,may,,secondary,26,27,0,3,2005,married,blue-collar,,13,no,-1,0
no,709,no,nov,,tertiary,42,19,0,2,3713,married,management,cellular,15,no,-1,1
no,229,yes,mar,,tertiary,49,12,0,1,1807,divorced,technician,cellular,15,no,-1,1
no,109,yes,jul,,secondary,29,14,0,3,2312,married,blue-collar,telephone,13,no,-1,0
no,426,no,apr,other,secondary,37,27,3,2,2722,single,unemployed,telephone,13,no,179,1
no,520,no,may,,tertiary,32,4,0,2,2613,single,management,cellular,11,no,-1,0
no,137,no,feb,,secondary,36,4,0,2,0,single,admin.,cellular,10,no,-1,0
no,1344,no,aug,,tertiary,31,12,0,7,208,single,technician,cellular,13,no,-1,1
no,658,no,feb,,secondary,39,4,0,3,2758,married,services,cellular,13,no,-1,1
no,1000,no,aug,,tertiary,31,8,0,1,120,married,technician,cellular,12,no,-1,1
yes,849,yes,nov,,primary,40,21,0,1,72,married,admin.,cellular,9,no,-1,1
no,382,yes,jun,,secondary,26,20,0,7,-46,single,blue-collar,,12,no,-1,1
no,105,yes,jun,,secondary,46,2,0,3,4780,married,services,,15,no,-1,0
no,149,no,dec,,secondary,36,9,0,3,4721,married,services,cellular,16,no,-1,1
no,1073,yes,may,,secondary,35,13,0,1,0,single,admin.,cellular,17,no,-1,1
yes,1098,no,jun,,tertiary,57,20,0,2,9103,married,management,,15,no,-1,1
no,638,yes,jun,,secondary,23,4,0,1,492,single,blue-collar,,12,no,-1,1
yes,199,yes,jun,,secondary,41,3,0,1,146,married,services,,14,no,-1,0
no,244,yes,apr,,secondary,35,15,0,3,444,married,blue-collar,cellular,16,no,-1,0
no,268,no,jul,,,42,19,0,1,1519,married,management,cellular,14,no,-1,1
no,539,no,jun,,tertiary,39,3,0,1,48,single,blue-collar,cellular,14,no,-1,1
no,232,yes,apr,,primary,40,22,0,4,395,married,management,cellular,9,no,-1,1
yes,230,yes,may,,secondary,32,29,0,4,211,divorced,technician,,11,no,-1,0
no,151,no,jan,success,secondary,27,8,1,1,302,single,services,cellular,12,no,189,0
yes,104,yes,oct,failure,tertiary,34,14,19,1,144,single,technician,cellular,9,no,85,0
no,269,no,jun,success,tertiary,61,22,1,1,997,married,management,cellular,14,no,104,1
no,128,yes,jul,,secondary,54,7,0,3,1613,divorced,blue-collar,cellular,12,no,-1,0
no,30,no,jun,,secondary,30,14,0,1,166,married,admin.,,17,no,-1,0
no,214,yes,may,success,tertiary,35,5,3,4,62,single,management,cellular,11,no,15,0
no,730,yes,sep,failure,tertiary,57,4,4,1,6468,divorced,management,cellular,9,no,157,1
no,176,yes,jun,,secondary,45,2,0,4,976,married,self-employed,,12,no,-1,0
yes,1311,yes,apr,,secondary,29,17,0,2,580,married,blue-collar,cellular,15,no,-1,1
no,1044,yes,jul,,secondary,28,4,0,3,-127,single,blue-collar,cellular,12,no,-1,1
no,579,yes,apr,failure,secondary,34,20,1,2,790,married,services,cellular,13,no,350,0
no,851,no,aug,,tertiary,30,13,0,8,635,single,technician,cellular,16,no,-1,1
yes,210,no,feb,,tertiary,26,26,0,2,313,single,admin.,cellular,15,no,-1,1
no,93,yes,feb,failure,tertiary,37,15,9,1,2987,married,management,cellular,12,no,91,1
no,294,yes,may,,secondary,31,30,0,3,646,divorced,technician,,13,no,-1,0
no,796,no,may,,secondary,46,28,0,1,57,married,technician,,17,no,-1,1
no,346,yes,may,,tertiary,44,6,0,2,1631,married,entrepreneur,,9,no,-1,0
no,106,yes,may,,primary,32,27,0,2,902,married,blue-collar,,12,no,-1,0
no,55,yes,feb,,tertiary,27,13,0,2,970,single,self-employed,cellular,14,no,-1,0
no,82,yes,may,,secondary,47,19,0,3,292,married,admin.,,13,no,-1,0
no,100,yes,sep,,tertiary,32,11,0,2,2,single,management,cellular,9,no,-1,1
no,862,yes,may,other,secondary,35,5,1,3,1286,married,admin.,cellular,15,no,337,1
no,186,no,feb,success,secondary,67,8,1,2,704,divorced,retired,cellular,14,no,97,1
no,70,yes,may,,tertiary,30,9,0,1,2530,single,technician,,11,no,-1,0
no,221,no,feb,,tertiary,65,17,0,2,2416,married,retired,cellular,17,no,-1,1
yes,261,no,jul,,tertiary,26,1,0,4,0,single,services,telephone,13,no,-1,1
no,669,no,aug,,tertiary,31,8,0,2,37,single,management,cellular,9,no,-1,1
yes,237,yes,may,failure,secondary,33,5,4,4,255,married,services,cellular,9,no,165,0
no,709,no,jul,,secondary,25,24,0,1,4718,single,technician,cellular,16,no,-1,1
no,240,no,apr,,tertiary,75,22,0,1,2991,married,retired,cellular,13,no,-1,1
no,608,yes,may,,tertiary,36,11,0,3,1400,single,management,cellular,15,no,-1,1
no,450,no,oct,success,,28,11,1,1,326,single,,cellular,10,no,231,1
no,352,no,apr,,,33,30,0,1,1170,single,student,cellular,16,no,-1,1
no,301,yes,jul,,secondary,54,31,0,7,2061,married,services,telephone,15,no,-1,0
no,232,yes,may,,tertiary,41,13,0,2,1576,divorced,management,,13,no,-1,0
no,70,yes,may,,secondary,51,9,0,1,-286,married,blue-collar,,12,no,-1,0
no,128,yes,may,,secondary,27,19,0,1,512,married,technician,,11,no,-1,0
no,164,yes,jul,,tertiary,29,23,0,1,48,single,technician,cellular,14,no,-1,0
no,133,no,apr,,secondary,44,20,0,1,0,single,blue-collar,cellular,11,no,-1,1
no,830,yes,apr,,tertiary,38,30,0,1,2812,married,unemployed,cellular,16,no,-1,1
yes,664,yes,jul,,tertiary,31,28,0,8,0,married,management,cellular,14,no,-1,1
no,548,yes,jun,,secondary,31,5,0,2,582,single,unemployed,cellular,14,no,-1,1
no,105,no,jun,,secondary,37,18,0,1,2128,married,services,,16,no,-1,0
no,433,no,mar,failure,tertiary,28,29,1,3,832,single,admin.,telephone,14,no,342,1
no,401,no,aug,,tertiary,60,7,0,3,0,married,management,cellular,15,no,-1,1
no,585,yes,may,,tertiary,33,13,0,1,0,single,management,cellular,12,no,-1,1
no,92,yes,may,,secondary,39,28,0,5,-931,married,blue-collar,,15,yes,-1,0
yes,5,yes,jul,,tertiary,46,31,0,2,4917,divorced,management,cellular,12,no,-1,0
no,18,no,aug,,tertiary,52,19,0,20,1205,single,management,telephone,16,no,-1,0
no,652,no,apr,,secondary,50,30,0,2,2252,single,admin.,cellular,13,no,-1,1
no,283,yes,apr,,primary,38,16,0,1,290,married,blue-collar,cellular,16,no,-1,0
no,329,yes,jun,,primary,26,4,0,4,3342,single,blue-collar,,17,no,-1,0
no,154,yes,may,success,primary,36,14,8,2,994,married,blue-collar,cellular,17,no,356,0
no,436,no,jun,,secondary,35,11,0,1,2135,married,services,,15,no,-1,0
no,305,no,feb,success,tertiary,55,4,3,2,2037,divorced,management,cellular,10,no,94,1
no,62,yes,may,,secondary,34,26,0,1,-694,married,services,,17,no,-1,0
no,590,yes,may,other,secondary,34,12,1,1,151,single,admin.,cellular,17,no,370,1
no,261,no,sep,success,secondary,43,8,1,1,2160,married,blue-collar,cellular,14,no,98,1
no,574,yes,apr,failure,secondary,32,17,1,1,225,married,blue-collar,cellular,16,no,150,1
no,663,yes,may,,secondary,27,15,0,1,353,single,services,cellular,17,no,-1,1
no,132,no,apr,,secondary,43,16,0,2,1138,married,admin.,cellular,14,no,-1,0
no,91,yes,may,,primary,46,14,0,1,1429,married,blue-collar,,13,no,-1,0
yes,16,yes,jul,,secondary,33,31,0,43,0,married,blue-collar,cellular,17,no,-1,0
no,296,no,oct,,,44,6,0,3,282,married,management,cellular,10,no,-1,1
no,361,yes,apr,success,,77,23,5,2,1780,married,management,cellular,12,no,182,1
yes,1027,yes,may,,primary,25,18,0,2,292,single,blue-collar,cellular,13,no,-1,1
no,291,yes,aug,,tertiary,43,7,0,1,-334,married,management,cellular,11,no,-1,0
no,700,no,aug,failure,,57,27,1,4,854,divorced,management,cellular,10,no,92,1
no,246,yes,apr,,secondary,32,17,0,3,4887,married,technician,cellular,16,no,-1,0
no,347,yes,may,,secondary,22,18,0,1,344,single,services,cellular,11,no,-1,1
no,1249,no,jan,,tertiary,48,29,0,3,0,married,self-employed,cellular,15,no,-1,1
yes,215,no,jul,,tertiary,55,8,0,1,22,married,entrepreneur,cellular,13,no,-1,0
no,226,no,jan,,secondary,26,30,0,2,187,single,admin.,cellular,14,no,-1,0
no,108,no,aug,,tertiary,34,27,0,22,1612,single,management,cellular,9,no,-1,0
no,476,yes,jul,,secondary,47,10,0,4,367,married,services,cellular,11,no,-1,1
no,224,yes,may,,secondary,32,23,0,4,221,married,technician,,14,no,-1,0
no,146,no,aug,failure,secondary,62,11,2,1,272,married,blue-collar,cellular,10,no,286,1
no,135,yes,oct,failure,tertiary,36,8,4,3,5007,single,admin.,cellular,15,no,331,0
yes,301,yes,apr,,secondary,33,16,0,3,818,divorced,admin.,cellular,13,no,-1,0
yes,292,yes,may,,secondary,40,16,0,8,1161,married,blue-collar,,10,no,-1,0
no,227,yes,apr,failure,tertiary,32,24,1,1,2974,single,management,cellular,9,no,4,1
no,52,yes,apr,,secondary,28,17,0,1,781,single,housemaid,cellular,10,no,-1,0
no,304,no,aug,,secondary,45,6,0,3,446,married,management,cellular,17,no,-1,1
yes,279,yes,jun,,secondary,26,4,0,1,-285,married,services,,16,no,-1,0
no,864,no,jul,,secondary,39,22,0,4,0,single,blue-collar,cellular,17,no,-1,1
no,57,yes,may,,secondary,33,9,0,2,88,married,blue-collar,,15,no,-1,0
no,516,no,jun,failure,secondary,36,1,5,1,1368,married,technician,cellular,17,no,292,1
no,208,no,feb,,secondary,39,18,0,4,2266,married,technician,cellular,15,no,-1,1
no,150,no,aug,,secondary,37,14,0,2,775,married,services,cellular,15,no,-1,1
yes,209,no,jul,,secondary,54,15,0,4,0,married,entrepreneur,cellular,13,no,-1,0
no,670,no,aug,,secondary,50,7,0,1,3176,married,technician,cellular,16,no,-1,1
no,205,no,aug,,secondary,35,21,0,8,249,married,technician,cellular,15,no,-1,0
no,576,yes,may,,secondary,26,28,0,3,668,single,technician,,15,no,-1,1
yes,110,yes,may,,secondary,45,29,0,3,142,married,admin.,,16,no,-1,0
no,247,no,aug,,primary,60,11,0,4,172,married,retired,cellular,10,no,-1,0
no,670,no,feb,,tertiary,61,2,0,3,6016,married,management,cellular,12,no,-1,1
no,115,no,aug,,secondary,31,21,0,2,388,single,technician,cellular,13,no,-1,0
no,89,no,aug,,secondary,56,7,0,4,1093,married,technician,cellular,12,no,-1,0
no,517,yes,jul,,tertiary,58,17,0,5,1692,married,technician,telephone,13,no,-1,0
no,42,yes,jun,,secondary,37,5,0,1,641,married,admin.,,11,no,-1,0
no,858,yes,may,,secondary,41,14,0,1,2823,married,blue-collar,,12,no,-1,1
no,261,no,may,,secondary,31,20,0,1,5607,single,blue-collar,,12,no,-1,0
no,89,no,jun,,secondary,48,11,0,3,13551,married,admin.,,9,no,-1,0
yes,92,no,oct,failure,secondary,46,13,1,1,1187,divorced,entrepreneur,cellular,17,no,327,0
no,815,yes,jun,,secondary,32,2,0,1,696,married,technician,,12,no,-1,1
no,123,yes,may,,secondary,41,14,0,4,281,married,blue-collar,cellular,13,no,-1,0
no,66,yes,may,,tertiary,53,8,0,2,1786,married,management,,10,no,-1,0
no,109,no,aug,,secondary,49,8,0,3,2116,married,admin.,cellular,16,no,-1,0
no,98,yes,jun,,secondary,38,2,0,4,113,single,housemaid,,17,no,-1,0
no,135,yes,apr,,secondary,32,17,0,1,-402,single,services,cellular,14,no,-1,0
no,282,no,aug,,tertiary,36,13,0,1,341,married,technician,cellular,16,no,-1,1
no,69,yes,jul,,primary,51,16,0,2,34,married,retired,cellular,12,no,-1,0
yes,326,yes,may,,secondary,30,12,0,2,3,married,blue-collar,cellular,9,no,-1,0
no,176,no,mar,,primary,73,9,0,1,508,married,retired,cellular,9,no,-1,1
no,242,no,oct,success,secondary,43,12,4,1,386,single,admin.,cellular,12,no,92,0
no,227,no,jul,,secondary,52,6,0,2,137,married,technician,cellular,16,no,-1,1
no,229,no,aug,,tertiary,41,7,0,3,768,married,management,cellular,15,no,-1,0
no,35,no,jun,,tertiary,50,20,0,2,89,married,management,,14,no,-1,0
no,185,yes,nov,failure,primary,34,19,1,2,2490,married,blue-collar,cellular,11,no,180,0
no,262,yes,may,,secondary,44,8,0,3,135,married,technician,cellular,14,no,-1,0
no,181,no,jun,,secondary,27,1,0,1,0,single,services,cellular,13,no,-1,0
no,521,yes,may,,primary,42,14,0,2,505,married,blue-collar,,17,no,-1,0
yes,728,yes,jul,,secondary,36,18,0,6,370,married,services,cellular,17,no,-1,0
yes,627,yes,jul,,secondary,29,10,0,1,8,married,blue-collar,cellular,13,no,-1,1
yes,722,no,jul,,tertiary,36,7,0,3,776,divorced,entrepreneur,cellular,16,no,-1,1
no,144,no,jul,,secondary,57,10,0,2,2,married,admin.,telephone,17,no,-1,0
yes,564,yes,nov,,secondary,47,17,0,2,794,married,management,cellular,13,no,-1,0
no,545,no,apr,success,tertiary,30,28,8,2,697,single,management,cellular,10,no,181,1
no,26,yes,jun,,secondary,39,2,0,1,892,divorced,services,,13,no,-1,0
no,638,no,jul,,secondary,51,23,0,2,895,single,admin.,cellular,10,no,-1,1
no,279,no,sep,success,,67,14,9,3,2540,married,retired,telephone,12,no,92,1
no,896,no,aug,,tertiary,51,20,0,8,7631,married,management,cellular,15,no,-1,0
no,136,yes,feb,,primary,75,4,0,3,3881,divorced,retired,cellular,13,no,-1,1
no,16,no,jun,,,45,20,0,4,1577,married,admin.,,10,no,-1,0
no,594,no,aug,,secondary,32,18,0,4,0,single,technician,cellular,13,no,-1,1
no,318,yes,may,,secondary,39,6,0,1,-473,married,management,cellular,11,no,-1,0
no,930,no,aug,,secondary,53,25,0,3,925,single,technician,cellular,14,no,-1,1
no,157,yes,aug,,secondary,57,4,0,1,0,married,management,cellular,17,no,-1,0
no,402,yes,may,,primary,46,15,0,1,346,married,blue-collar,,11,no,-1,0
no,257,no,jul,,,31,4,0,1,365,single,technician,,16,no,-1,0
no,187,no,jan,,tertiary,35,14,0,7,0,single,technician,cellular,16,no,-1,1
no,220,yes,may,,tertiary,48,14,0,1,468,married,housemaid,,9,no,-1,0
no,204,no,aug,,tertiary,32,12,0,2,948,divorced,management,cellular,14,no,-1,0
no,242,no,nov,,tertiary,30,19,0,1,1622,single,unemployed,cellular,13,no,-1,0
no,206,no,aug,failure,tertiary,41,5,1,1,2487,married,management,cellular,12,no,97,0
no,70,no,may,,secondary,43,8,0,1,-7,married,blue-collar,,13,yes,-1,0
no,712,yes,apr,failure,secondary,34,17,1,1,879,married,management,cellular,11,yes,344,1
no,410,no,dec,other,tertiary,35,22,2,3,538,single,management,cellular,13,no,165,1
no,70,no,aug,,secondary,49,7,0,1,5361,married,admin.,cellular,13,no,-1,0
no,68,yes,aug,,tertiary,35,19,0,1,3576,single,management,cellular,15,no,-1,0
no,1210,yes,nov,failure,secondary,37,17,4,2,5115,married,technician,cellular,12,no,171,1
no,106,yes,may,,,42,29,0,1,297,single,admin.,,15,no,-1,0
no,60,no,mar,,secondary,29,11,0,3,345,single,admin.,cellular,10,no,-1,0
no,347,yes,may,,secondary,31,4,0,2,4182,married,technician,cellular,17,no,-1,1
no,217,no,oct,,secondary,26,30,0,1,44,single,technician,cellular,15,no,-1,1
no,390,no,jan,success,secondary,52,28,1,4,659,married,services,cellular,14,no,93,1
no,40,no,aug,,secondary,60,22,0,2,27,single,self-employed,cellular,17,no,-1,0
no,216,no,sep,,secondary,24,15,0,1,8165,single,student,cellular,16,no,-1,1
no,192,yes,nov,,secondary,46,21,0,9,3098,married,admin.,telephone,10,no,-1,0
no,394,yes,jun,,secondary,41,11,0,2,2480,married,entrepreneur,,11,no,-1,0
no,226,yes,nov,success,secondary,39,13,4,1,260,married,admin.,cellular,13,no,94,1
no,1473,no,jan,,tertiary,40,29,0,1,1361,single,management,cellular,13,no,-1,1
no,133,no,jun,,secondary,39,5,0,1,0,single,services,,17,no,-1,0
no,255,no,sep,success,tertiary,28,10,2,1,187,single,management,cellular,11,no,93,1
no,379,no,feb,success,secondary,21,12,2,5,123,single,student,telephone,15,no,93,1
no,170,no,aug,,secondary,25,26,0,4,331,single,student,telephone,17,no,-1,1
no,84,no,aug,,secondary,58,18,0,11,37,married,management,cellular,9,no,-1,0
no,176,no,feb,,tertiary,61,18,0,4,1263,married,technician,telephone,16,no,-1,0
no,206,no,aug,,tertiary,33,14,0,2,637,single,management,cellular,11,no,-1,0
no,352,yes,aug,failure,secondary,34,12,2,1,320,married,blue-collar,cellular,13,no,828,1
no,311,yes,jun,,tertiary,29,6,0,3,-246,married,technician,,17,no,-1,0
no,1241,no,aug,,tertiary,40,19,0,3,171,single,management,cellular,10,no,-1,0
no,281,no,mar,,tertiary,39,26,0,1,393,single,technician,cellular,15,no,-1,1
no,107,no,jul,,tertiary,43,31,0,17,0,married,management,cellular,13,no,-1,0
yes,189,yes,aug,,secondary,31,8,0,2,88,married,admin.,cellular,9,no,-1,0
no,166,yes,may,,primary,30,21,0,7,-98,married,entrepreneur,,10,no,-1,0
yes,610,no,jul,,tertiary,56,17,0,2,171,married,management,telephone,15,no,-1,0
no,239,no,may,,secondary,26,7,0,3,279,single,student,cellular,10,no,-1,0
no,149,yes,jun,,primary,40,19,0,3,-108,married,blue-collar,,14,no,-1,0
no,137,yes,aug,success,tertiary,44,12,3,2,1070,divorced,self-employed,cellular,11,no,104,1
yes,602,no,jul,,secondary,59,1,0,4,49,married,retired,,13,yes,-1,0
no,515,yes,may,,,36,16,0,1,281,single,services,,13,no,-1,1
no,1581,yes,may,,tertiary,36,7,0,2,301,married,technician,,15,no,-1,0
no,242,yes,apr,failure,tertiary,37,23,7,5,0,married,management,cellular,12,no,153,1
no,719,no,jun,,secondary,33,18,0,13,3160,single,admin.,,17,no,-1,0
no,251,yes,jul,,secondary,56,30,0,3,5486,married,services,cellular,17,no,-1,0
yes,161,no,jul,,primary,58,10,0,5,11,divorced,retired,cellular,9,no,-1,0
no,918,yes,may,,secondary,55,6,0,1,387,divorced,unemployed,,10,no,-1,1
no,233,no,apr,,primary,68,9,0,1,695,divorced,retired,cellular,14,no,-1,1
no,284,no,dec,,,20,29,0,1,755,single,student,cellular,12,no,-1,1
no,103,no,feb,,secondary,31,5,0,1,26,single,blue-collar,cellular,14,no,-1,0
yes,115,no,jul,,secondary,30,30,0,5,330,single,admin.,cellular,10,no,-1,0
no,29,yes,feb,,secondary,27,5,0,7,299,single,technician,cellular,11,no,-1,0
no,110,no,aug,,tertiary,31,28,0,5,13,married,management,cellular,12,no,-1,0
no,158,yes,dec,,tertiary,30,30,0,3,3185,single,housemaid,cellular,13,no,-1,0
no,97,yes,jul,,tertiary,39,9,0,1,628,married,entrepreneur,cellular,12,no,-1,0
no,313,no,aug,,secondary,31,27,0,6,46,single,technician,cellular,15,no,-1,0
no,440,no,sep,failure,secondary,32,6,1,1,390,married,entrepreneur,cellular,15,no,280,1
yes,95,no,jul,,secondary,28,25,0,1,633,married,services,cellular,13,no,-1,0
no,61,yes,jan,,secondary,32,29,0,1,566,single,admin.,cellular,12,no,-1,0
no,489,no,may,success,secondary,33,4,1,1,1697,married,services,cellular,9,no,182,1
no,264,yes,may,success,secondary,36,18,2,1,507,single,admin.,cellular,15,no,300,0
no,249,no,may,,tertiary,46,23,0,3,-267,married,management,,10,no,-1,0
no,467,no,aug,,tertiary,40,20,0,2,27,single,admin.,cellular,12,no,-1,1
no,211,yes,may,failure,tertiary,37,5,1,2,8564,married,management,cellular,15,no,347,0
no,209,yes,may,,secondary,39,29,0,3,0,married,blue-collar,,13,no,-1,0
yes,196,no,jun,,tertiary,43,20,0,4,445,married,management,,13,no,-1,0
no,498,no,jun,,secondary,27,23,0,2,-27,single,blue-collar,,12,yes,-1,1
no,133,yes,nov,other,primary,36,18,3,2,2169,single,technician,cellular,10,no,110,0
no,306,no,aug,,tertiary,57,5,0,1,2266,married,management,cellular,17,no,-1,0
no,338,no,may,,tertiary,28,5,0,1,437,single,management,cellular,15,no,-1,1
no,243,no,aug,,tertiary,31,21,0,2,0,single,management,cellular,14,no,-1,0
no,614,yes,apr,failure,primary,44,16,1,1,75,divorced,blue-collar,cellular,10,no,281,0
no,416,no,aug,,secondary,75,5,0,1,6053,married,blue-collar,telephone,17,no,-1,0
yes,230,no,jul,,secondary,57,3,0,3,253,married,technician,,16,no,-1,0
no,1200,no,jul,,secondary,56,7,0,1,977,divorced,housemaid,cellular,9,no,-1,0
no,1092,no,aug,,secondary,51,5,0,1,949,married,admin.,cellular,14,no,-1,1
no,282,yes,may,,secondary,26,9,0,2,47,married,technician,,17,no,-1,0
no,417,no,aug,other,secondary,51,12,9,1,1679,divorced,retired,cellular,11,no,365,1
